,Run,Deletion,Rho0,Rho1,Rho2,Rho3
45921,7653,3,1,2,2,3
45922,7653,4,1,1,2,2
45923,7653,5,1,1,1,1
45924,7654,0,0,3,3,6
45925,7654,1,0,3,3,5
45926,7654,2,0,1,3,4
45927,7654,3,0,2,2,3
45928,7654,4,1,1,1,2
45929,7654,5,1,1,1,1
45930,7655,0,0,3,3,6
45931,7655,1,0,3,3,5
45932,7655,2,1,3,3,4
45933,7655,3,1,2,2,3
45934,7655,4,1,1,1,2
45935,7655,5,1,1,1,1
45936,7656,0,0,3,3,6
45937,7656,1,0,3,3,5
45938,7656,2,0,3,3,4
45939,7656,3,0,2,2,3
45940,7656,4,1,2,2,2
45941,7656,5,1,1,1,1
45942,7657,0,0,3,3,6
45943,7657,1,0,3,3,5
45944,7657,2,0,4,2,4
45945,7657,3,1,2,2,3
45946,7657,4,1,1,2,2
45947,7657,5,1,1,1,1
45948,7658,0,0,3,3,6
45949,7658,1,0,3,3,5
45950,7658,2,0,1,3,4
45951,7658,3,1,2,3,3
45952,7658,4,1,2,2,2
45953,7658,5,1,1,1,1
45954,7659,0,0,3,3,6
45955,7659,1,0,3,3,5
45956,7659,2,0,3,3,4
45957,7659,3,0,2,2,3
45958,7659,4,1,1,1,2
45959,7659,5,1,1,1,1
45960,7660,0,0,3,3,6
45961,7660,1,0,3,3,5
45962,7660,2,0,4,2,4
45963,7660,3,0,2,2,3
45964,7660,4,1,1,1,2
45965,7660,5,1,1,1,1
45966,7661,0,0,3,3,6
45967,7661,1,0,3,3,5
45968,7661,2,0,3,3,4
45969,7661,3,1,2,3,3
45970,7661,4,1,2,2,2
45971,7661,5,1,1,1,1
45972,7662,0,0,3,3,6
45973,7662,1,0,3,3,5
45974,7662,2,1,3,3,4
45975,7662,3,1,2,2,3
45976,7662,4,1,1,1,2
45977,7662,5,1,1,1,1
45978,7663,0,0,3,3,6
45979,7663,1,0,3,3,5
45980,7663,2,0,4,2,4
45981,7663,3,0,2,2,3
45982,7663,4,1,2,2,2
45983,7663,5,1,1,1,1
45984,7664,0,0,3,3,6
45985,7664,1,0,3,3,5
45986,7664,2,0,1,3,4
45987,7664,3,1,2,2,3
45988,7664,4,1,1,1,2
45989,7664,5,1,1,1,1
45990,7665,0,0,3,3,6
45991,7665,1,0,3,3,5
45992,7665,2,0,4,2,4
45993,7665,3,1,2,2,3
45994,7665,4,1,2,2,2
45995,7665,5,1,1,1,1
45996,7666,0,0,3,3,6
45997,7666,1,0,3,3,5
45998,7666,2,0,3,3,4
45999,7666,3,1,2,3,3
46000,7666,4,1,2,2,2
46001,7666,5,1,1,1,1
46002,7667,0,0,3,3,6
46003,7667,1,0,3,3,5
46004,7667,2,0,3,3,4
46005,7667,3,0,2,2,3
46006,7667,4,1,1,1,2
46007,7667,5,1,1,1,1
46008,7668,0,0,3,3,6
46009,7668,1,0,3,3,5
46010,7668,2,0,4,2,4
46011,7668,3,1,2,2,3
46012,7668,4,1,1,1,2
46013,7668,5,1,1,1,1
46014,7669,0,0,3,3,6
46015,7669,1,0,3,3,5
46016,7669,2,0,4,2,4
46017,7669,3,0,2,2,3
46018,7669,4,1,1,1,2
46019,7669,5,1,1,1,1
46020,7670,0,0,3,3,6
46021,7670,1,0,3,3,5
46022,7670,2,0,3,3,4
46023,7670,3,1,2,3,3
46024,7670,4,1,1,2,2
46025,7670,5,1,1,1,1
46026,7671,0,0,3,3,6
46027,7671,1,0,3,3,5
46028,7671,2,0,3,3,4
46029,7671,3,0,2,2,3
46030,7671,4,1,1,2,2
46031,7671,5,1,1,1,1
46032,7672,0,0,3,3,6
46033,7672,1,0,3,3,5
46034,7672,2,0,3,3,4
46035,7672,3,1,2,3,3
46036,7672,4,1,1,2,2
46037,7672,5,1,1,1,1
46038,7673,0,0,3,3,6
46039,7673,1,0,3,3,5
46040,7673,2,0,1,3,4
46041,7673,3,1,2,3,3
46042,7673,4,1,1,2,2
46043,7673,5,1,1,1,1
46044,7674,0,0,3,3,6
46045,7674,1,0,3,3,5
46046,7674,2,0,1,3,4
46047,7674,3,0,0,3,3
46048,7674,4,1,1,2,2
46049,7674,5,1,1,1,1
46050,7675,0,0,3,3,6
46051,7675,1,0,3,3,5
46052,7675,2,0,1,3,4
46053,7675,3,0,0,3,3
46054,7675,4,1,1,2,2
46055,7675,5,1,1,1,1
46056,7676,0,0,3,3,6
46057,7676,1,0,3,3,5
46058,7676,2,1,3,3,4
46059,7676,3,1,2,3,3
46060,7676,4,1,2,2,2
46061,7676,5,1,1,1,1
46062,7677,0,0,3,3,6
46063,7677,1,0,3,3,5
46064,7677,2,0,1,3,4
46065,7677,3,0,0,3,3
46066,7677,4,1,1,2,2
46067,7677,5,1,1,1,1
46068,7678,0,0,3,3,6
46069,7678,1,0,3,3,5
46070,7678,2,0,1,3,4
46071,7678,3,1,2,2,3
46072,7678,4,1,1,1,2
46073,7678,5,1,1,1,1
46074,7679,0,0,3,3,6
46075,7679,1,0,3,3,5
46076,7679,2,0,3,3,4
46077,7679,3,1,2,3,3
46078,7679,4,1,2,2,2
46079,7679,5,1,1,1,1
46080,7680,0,0,3,3,6
46081,7680,1,0,3,3,5
46082,7680,2,0,4,2,4
46083,7680,3,1,2,2,3
46084,7680,4,1,2,2,2
46085,7680,5,1,1,1,1
46086,7681,0,0,3,3,6
46087,7681,1,0,3,3,5
46088,7681,2,0,3,3,4
46089,7681,3,0,2,2,3
46090,7681,4,1,1,1,2
46091,7681,5,1,1,1,1
46092,7682,0,0,3,3,6
46093,7682,1,0,3,3,5
46094,7682,2,0,4,2,4
46095,7682,3,0,2,2,3
46096,7682,4,1,1,2,2
46097,7682,5,1,1,1,1
46098,7683,0,0,3,3,6
46099,7683,1,0,3,3,5
46100,7683,2,0,3,3,4
46101,7683,3,0,2,2,3
46102,7683,4,1,1,1,2
46103,7683,5,1,1,1,1
46104,7684,0,0,3,3,6
46105,7684,1,0,3,3,5
46106,7684,2,0,1,3,4
46107,7684,3,1,2,3,3
46108,7684,4,1,1,2,2
46109,7684,5,1,1,1,1
46110,7685,0,0,3,3,6
46111,7685,1,0,3,3,5
46112,7685,2,1,3,3,4
46113,7685,3,1,2,2,3
46114,7685,4,1,1,2,2
46115,7685,5,1,1,1,1
46116,7686,0,0,3,3,6
46117,7686,1,0,3,3,5
46118,7686,2,1,3,3,4
46119,7686,3,1,2,2,3
46120,7686,4,1,1,2,2
46121,7686,5,1,1,1,1
46122,7687,0,0,3,3,6
46123,7687,1,0,3,3,5
46124,7687,2,0,1,3,4
46125,7687,3,0,0,3,3
46126,7687,4,1,1,2,2
46127,7687,5,1,1,1,1
46128,7688,0,0,3,3,6
46129,7688,1,0,3,3,5
46130,7688,2,1,3,3,4
46131,7688,3,1,2,3,3
46132,7688,4,1,2,2,2
46133,7688,5,1,1,1,1
46134,7689,0,0,3,3,6
46135,7689,1,0,3,3,5
46136,7689,2,0,4,2,4
46137,7689,3,0,2,2,3
46138,7689,4,1,1,1,2
46139,7689,5,1,1,1,1
46140,7690,0,0,3,3,6
46141,7690,1,0,3,3,5
46142,7690,2,0,1,3,4
46143,7690,3,0,0,3,3
46144,7690,4,1,1,2,2
46145,7690,5,1,1,1,1
46146,7691,0,0,3,3,6
46147,7691,1,0,3,3,5
46148,7691,2,1,3,3,4
46149,7691,3,1,2,2,3
46150,7691,4,1,1,2,2
46151,7691,5,1,1,1,1
46152,7692,0,0,3,3,6
46153,7692,1,0,3,3,5
46154,7692,2,0,3,3,4
46155,7692,3,1,2,3,3
46156,7692,4,1,2,2,2
46157,7692,5,1,1,1,1
46158,7693,0,0,3,3,6
46159,7693,1,0,3,3,5
46160,7693,2,0,3,3,4
46161,7693,3,1,2,3,3
46162,7693,4,1,2,2,2
46163,7693,5,1,1,1,1
46164,7694,0,0,3,3,6
46165,7694,1,0,3,3,5
46166,7694,2,0,1,3,4
46167,7694,3,0,2,2,3
46168,7694,4,1,1,1,2
46169,7694,5,1,1,1,1
46170,7695,0,0,3,3,6
46171,7695,1,0,3,3,5
46172,7695,2,0,3,3,4
46173,7695,3,1,2,3,3
46174,7695,4,1,2,2,2
46175,7695,5,1,1,1,1
46176,7696,0,0,3,3,6
46177,7696,1,0,3,3,5
46178,7696,2,1,3,3,4
46179,7696,3,1,2,2,3
46180,7696,4,1,1,1,2
46181,7696,5,1,1,1,1
46182,7697,0,0,3,3,6
46183,7697,1,0,3,3,5
46184,7697,2,1,3,3,4
46185,7697,3,1,2,3,3
46186,7697,4,1,1,2,2
46187,7697,5,1,1,1,1
46188,7698,0,0,3,3,6
46189,7698,1,0,3,3,5
46190,7698,2,0,1,3,4
46191,7698,3,1,2,3,3
46192,7698,4,1,1,2,2
46193,7698,5,1,1,1,1
46194,7699,0,0,3,3,6
46195,7699,1,0,3,3,5
46196,7699,2,1,3,3,4
46197,7699,3,1,2,3,3
46198,7699,4,1,2,2,2
46199,7699,5,1,1,1,1
46200,7700,0,0,3,3,6
46201,7700,1,0,3,3,5
46202,7700,2,0,1,3,4
46203,7700,3,0,2,2,3
46204,7700,4,1,2,2,2
46205,7700,5,1,1,1,1
46206,7701,0,0,3,3,6
46207,7701,1,0,3,3,5
46208,7701,2,1,3,3,4
46209,7701,3,1,2,3,3
46210,7701,4,1,2,2,2
46211,7701,5,1,1,1,1
46212,7702,0,0,3,3,6
46213,7702,1,0,3,3,5
46214,7702,2,0,1,3,4
46215,7702,3,0,2,2,3
46216,7702,4,1,1,1,2
46217,7702,5,1,1,1,1
46218,7703,0,0,3,3,6
46219,7703,1,0,3,3,5
46220,7703,2,0,1,3,4
46221,7703,3,0,2,2,3
46222,7703,4,1,1,1,2
46223,7703,5,1,1,1,1
46224,7704,0,0,3,3,6
46225,7704,1,0,3,3,5
46226,7704,2,1,3,3,4
46227,7704,3,1,2,3,3
46228,7704,4,1,2,2,2
46229,7704,5,1,1,1,1
46230,7705,0,0,3,3,6
46231,7705,1,0,3,3,5
46232,7705,2,0,4,2,4
46233,7705,3,0,2,2,3
46234,7705,4,1,1,1,2
46235,7705,5,1,1,1,1
46236,7706,0,0,3,3,6
46237,7706,1,0,3,3,5
46238,7706,2,1,3,3,4
46239,7706,3,1,2,3,3
46240,7706,4,1,2,2,2
46241,7706,5,1,1,1,1
46242,7707,0,0,3,3,6
46243,7707,1,0,3,3,5
46244,7707,2,1,3,3,4
46245,7707,3,1,2,3,3
46246,7707,4,1,2,2,2
46247,7707,5,1,1,1,1
46248,7708,0,0,3,3,6
46249,7708,1,0,3,3,5
46250,7708,2,0,3,3,4
46251,7708,3,1,2,3,3
46252,7708,4,1,2,2,2
46253,7708,5,1,1,1,1
46254,7709,0,0,3,3,6
46255,7709,1,0,3,3,5
46256,7709,2,0,3,3,4
46257,7709,3,1,2,3,3
46258,7709,4,1,1,2,2
46259,7709,5,1,1,1,1
46260,7710,0,0,3,3,6
46261,7710,1,0,3,3,5
46262,7710,2,0,1,3,4
46263,7710,3,0,2,2,3
46264,7710,4,1,1,2,2
46265,7710,5,1,1,1,1
46266,7711,0,0,3,3,6
46267,7711,1,0,3,3,5
46268,7711,2,0,3,3,4
46269,7711,3,0,2,2,3
46270,7711,4,1,1,1,2
46271,7711,5,1,1,1,1
46272,7712,0,0,3,3,6
46273,7712,1,0,3,3,5
46274,7712,2,1,3,3,4
46275,7712,3,1,2,2,3
46276,7712,4,1,1,1,2
46277,7712,5,1,1,1,1
46278,7713,0,0,3,3,6
46279,7713,1,0,3,3,5
46280,7713,2,0,1,3,4
46281,7713,3,1,2,3,3
46282,7713,4,1,2,2,2
46283,7713,5,1,1,1,1
46284,7714,0,0,3,3,6
46285,7714,1,0,3,3,5
46286,7714,2,0,3,3,4
46287,7714,3,0,2,2,3
46288,7714,4,1,2,2,2
46289,7714,5,1,1,1,1
46290,7715,0,0,3,3,6
46291,7715,1,0,3,3,5
46292,7715,2,1,3,3,4
46293,7715,3,1,2,2,3
46294,7715,4,1,2,2,2
46295,7715,5,1,1,1,1
46296,7716,0,0,3,3,6
46297,7716,1,0,3,3,5
46298,7716,2,0,4,2,4
46299,7716,3,0,2,2,3
46300,7716,4,1,2,2,2
46301,7716,5,1,1,1,1
46302,7717,0,0,3,3,6
46303,7717,1,0,3,3,5
46304,7717,2,0,4,2,4
46305,7717,3,1,2,2,3
46306,7717,4,1,2,2,2
46307,7717,5,1,1,1,1
46308,7718,0,0,3,3,6
46309,7718,1,0,3,3,5
46310,7718,2,0,3,3,4
46311,7718,3,1,2,3,3
46312,7718,4,1,1,2,2
46313,7718,5,1,1,1,1
46314,7719,0,0,3,3,6
46315,7719,1,0,3,3,5
46316,7719,2,0,4,2,4
46317,7719,3,0,2,2,3
46318,7719,4,1,1,1,2
46319,7719,5,1,1,1,1
46320,7720,0,0,3,3,6
46321,7720,1,0,3,3,5
46322,7720,2,0,1,3,4
46323,7720,3,1,2,3,3
46324,7720,4,1,2,2,2
46325,7720,5,1,1,1,1
46326,7721,0,0,3,3,6
46327,7721,1,0,3,3,5
46328,7721,2,0,1,3,4
46329,7721,3,1,2,2,3
46330,7721,4,1,2,2,2
46331,7721,5,1,1,1,1
46332,7722,0,0,3,3,6
46333,7722,1,0,3,3,5
46334,7722,2,1,3,3,4
46335,7722,3,1,2,3,3
46336,7722,4,1,1,2,2
46337,7722,5,1,1,1,1
46338,7723,0,0,3,3,6
46339,7723,1,0,3,3,5
46340,7723,2,0,3,3,4
46341,7723,3,0,2,2,3
46342,7723,4,1,1,2,2
46343,7723,5,1,1,1,1
46344,7724,0,0,3,3,6
46345,7724,1,0,3,3,5
46346,7724,2,1,3,3,4
46347,7724,3,1,2,2,3
46348,7724,4,1,1,1,2
46349,7724,5,1,1,1,1
46350,7725,0,0,3,3,6
46351,7725,1,0,3,3,5
46352,7725,2,0,3,3,4
46353,7725,3,0,2,2,3
46354,7725,4,1,1,1,2
46355,7725,5,1,1,1,1
46356,7726,0,0,3,3,6
46357,7726,1,0,3,3,5
46358,7726,2,1,3,3,4
46359,7726,3,1,2,2,3
46360,7726,4,1,2,2,2
46361,7726,5,1,1,1,1
46362,7727,0,0,3,3,6
46363,7727,1,0,3,3,5
46364,7727,2,1,3,3,4
46365,7727,3,1,2,2,3
46366,7727,4,1,1,2,2
46367,7727,5,1,1,1,1
46368,7728,0,0,3,3,6
46369,7728,1,0,3,3,5
46370,7728,2,0,4,2,4
46371,7728,3,1,2,2,3
46372,7728,4,1,2,2,2
46373,7728,5,1,1,1,1
46374,7729,0,0,3,3,6
46375,7729,1,0,3,3,5
46376,7729,2,0,3,3,4
46377,7729,3,0,2,2,3
46378,7729,4,1,1,2,2
46379,7729,5,1,1,1,1
46380,7730,0,0,3,3,6
46381,7730,1,0,3,3,5
46382,7730,2,0,1,3,4
46383,7730,3,1,2,3,3
46384,7730,4,1,2,2,2
46385,7730,5,1,1,1,1
46386,7731,0,0,3,3,6
46387,7731,1,0,3,3,5
46388,7731,2,0,3,3,4
46389,7731,3,1,2,3,3
46390,7731,4,1,2,2,2
46391,7731,5,1,1,1,1
46392,7732,0,0,3,3,6
46393,7732,1,0,3,3,5
46394,7732,2,0,1,3,4
46395,7732,3,0,2,2,3
46396,7732,4,1,1,1,2
46397,7732,5,1,1,1,1
46398,7733,0,0,3,3,6
46399,7733,1,0,3,3,5
46400,7733,2,1,3,3,4
46401,7733,3,1,2,2,3
46402,7733,4,1,1,2,2
46403,7733,5,1,1,1,1
46404,7734,0,0,3,3,6
46405,7734,1,0,3,3,5
46406,7734,2,0,4,2,4
46407,7734,3,1,2,2,3
46408,7734,4,1,1,2,2
46409,7734,5,1,1,1,1
46410,7735,0,0,3,3,6
46411,7735,1,0,3,3,5
46412,7735,2,1,3,3,4
46413,7735,3,1,2,2,3
46414,7735,4,1,1,1,2
46415,7735,5,1,1,1,1
46416,7736,0,0,3,3,6
46417,7736,1,0,3,3,5
46418,7736,2,1,3,3,4
46419,7736,3,1,2,3,3
46420,7736,4,1,2,2,2
46421,7736,5,1,1,1,1
46422,7737,0,0,3,3,6
46423,7737,1,0,3,3,5
46424,7737,2,1,3,3,4
46425,7737,3,1,2,2,3
46426,7737,4,1,2,2,2
46427,7737,5,1,1,1,1
46428,7738,0,0,3,3,6
46429,7738,1,0,3,3,5
46430,7738,2,0,4,2,4
46431,7738,3,0,2,2,3
46432,7738,4,1,1,2,2
46433,7738,5,1,1,1,1
46434,7739,0,0,3,3,6
46435,7739,1,0,3,3,5
46436,7739,2,0,3,3,4
46437,7739,3,0,2,2,3
46438,7739,4,1,2,2,2
46439,7739,5,1,1,1,1
46440,7740,0,0,3,3,6
46441,7740,1,0,3,3,5
46442,7740,2,0,1,3,4
46443,7740,3,0,2,2,3
46444,7740,4,1,2,2,2
46445,7740,5,1,1,1,1
46446,7741,0,0,3,3,6
46447,7741,1,0,3,3,5
46448,7741,2,0,4,2,4
46449,7741,3,0,2,2,3
46450,7741,4,1,1,1,2
46451,7741,5,1,1,1,1
46452,7742,0,0,3,3,6
46453,7742,1,0,3,3,5
46454,7742,2,0,1,3,4
46455,7742,3,0,2,2,3
46456,7742,4,1,1,1,2
46457,7742,5,1,1,1,1
46458,7743,0,0,3,3,6
46459,7743,1,0,3,3,5
46460,7743,2,0,3,3,4
46461,7743,3,1,2,3,3
46462,7743,4,1,1,2,2
46463,7743,5,1,1,1,1
46464,7744,0,0,3,3,6
46465,7744,1,0,3,3,5
46466,7744,2,1,3,3,4
46467,7744,3,1,2,2,3
46468,7744,4,1,1,2,2
46469,7744,5,1,1,1,1
46470,7745,0,0,3,3,6
46471,7745,1,0,3,3,5
46472,7745,2,0,4,2,4
46473,7745,3,1,2,2,3
46474,7745,4,1,1,2,2
46475,7745,5,1,1,1,1
46476,7746,0,0,3,3,6
46477,7746,1,0,3,3,5
46478,7746,2,0,3,3,4
46479,7746,3,1,2,3,3
46480,7746,4,1,2,2,2
46481,7746,5,1,1,1,1
46482,7747,0,0,3,3,6
46483,7747,1,0,3,3,5
46484,7747,2,1,3,3,4
46485,7747,3,1,2,3,3
46486,7747,4,1,2,2,2
46487,7747,5,1,1,1,1
46488,7748,0,0,3,3,6
46489,7748,1,0,3,3,5
46490,7748,2,0,3,3,4
46491,7748,3,0,2,2,3
46492,7748,4,1,1,1,2
46493,7748,5,1,1,1,1
46494,7749,0,0,3,3,6
46495,7749,1,0,3,3,5
46496,7749,2,0,3,3,4
46497,7749,3,1,2,3,3
46498,7749,4,1,2,2,2
46499,7749,5,1,1,1,1
46500,7750,0,0,3,3,6
46501,7750,1,0,3,3,5
46502,7750,2,0,1,3,4
46503,7750,3,0,0,3,3
46504,7750,4,1,1,2,2
46505,7750,5,1,1,1,1
46506,7751,0,0,3,3,6
46507,7751,1,0,3,3,5
46508,7751,2,0,4,2,4
46509,7751,3,1,2,2,3
46510,7751,4,1,1,1,2
46511,7751,5,1,1,1,1
46512,7752,0,0,3,3,6
46513,7752,1,0,3,3,5
46514,7752,2,0,3,3,4
46515,7752,3,0,2,2,3
46516,7752,4,1,2,2,2
46517,7752,5,1,1,1,1
46518,7753,0,0,3,3,6
46519,7753,1,0,3,3,5
46520,7753,2,0,3,3,4
46521,7753,3,1,2,3,3
46522,7753,4,1,2,2,2
46523,7753,5,1,1,1,1
46524,7754,0,0,3,3,6
46525,7754,1,0,3,3,5
46526,7754,2,0,4,2,4
46527,7754,3,1,2,2,3
46528,7754,4,1,1,2,2
46529,7754,5,1,1,1,1
46530,7755,0,0,3,3,6
46531,7755,1,0,3,3,5
46532,7755,2,0,1,3,4
46533,7755,3,1,2,2,3
46534,7755,4,1,2,2,2
46535,7755,5,1,1,1,1
46536,7756,0,0,3,3,6
46537,7756,1,0,3,3,5
46538,7756,2,0,1,3,4
46539,7756,3,1,2,3,3
46540,7756,4,1,1,2,2
46541,7756,5,1,1,1,1
46542,7757,0,0,3,3,6
46543,7757,1,0,3,3,5
46544,7757,2,0,4,2,4
46545,7757,3,1,2,2,3
46546,7757,4,1,1,1,2
46547,7757,5,1,1,1,1
46548,7758,0,0,3,3,6
46549,7758,1,0,3,3,5
46550,7758,2,0,1,3,4
46551,7758,3,0,0,3,3
46552,7758,4,1,1,2,2
46553,7758,5,1,1,1,1
46554,7759,0,0,3,3,6
46555,7759,1,0,3,3,5
46556,7759,2,0,1,3,4
46557,7759,3,0,2,2,3
46558,7759,4,1,1,1,2
46559,7759,5,1,1,1,1
46560,7760,0,0,3,3,6
46561,7760,1,0,3,3,5
46562,7760,2,0,1,3,4
46563,7760,3,1,2,2,3
46564,7760,4,1,1,2,2
46565,7760,5,1,1,1,1
46566,7761,0,0,3,3,6
46567,7761,1,0,3,3,5
46568,7761,2,0,3,3,4
46569,7761,3,0,2,2,3
46570,7761,4,1,1,1,2
46571,7761,5,1,1,1,1
46572,7762,0,0,3,3,6
46573,7762,1,0,3,3,5
46574,7762,2,1,3,3,4
46575,7762,3,1,2,2,3
46576,7762,4,1,1,1,2
46577,7762,5,1,1,1,1
46578,7763,0,0,3,3,6
46579,7763,1,0,3,3,5
46580,7763,2,0,3,3,4
46581,7763,3,0,2,2,3
46582,7763,4,1,1,1,2
46583,7763,5,1,1,1,1
46584,7764,0,0,3,3,6
46585,7764,1,0,3,3,5
46586,7764,2,0,1,3,4
46587,7764,3,1,2,3,3
46588,7764,4,1,2,2,2
46589,7764,5,1,1,1,1
46590,7765,0,0,3,3,6
46591,7765,1,0,3,3,5
46592,7765,2,0,1,3,4
46593,7765,3,1,2,2,3
46594,7765,4,1,1,1,2
46595,7765,5,1,1,1,1
46596,7766,0,0,3,3,6
46597,7766,1,0,3,3,5
46598,7766,2,0,3,3,4
46599,7766,3,0,2,2,3
46600,7766,4,1,1,2,2
46601,7766,5,1,1,1,1
46602,7767,0,0,3,3,6
46603,7767,1,0,3,3,5
46604,7767,2,0,1,3,4
46605,7767,3,1,2,3,3
46606,7767,4,1,2,2,2
46607,7767,5,1,1,1,1
46608,7768,0,0,3,3,6
46609,7768,1,0,3,3,5
46610,7768,2,1,3,3,4
46611,7768,3,1,2,3,3
46612,7768,4,1,2,2,2
46613,7768,5,1,1,1,1
46614,7769,0,0,3,3,6
46615,7769,1,0,3,3,5
46616,7769,2,0,1,3,4
46617,7769,3,1,2,2,3
46618,7769,4,1,1,2,2
46619,7769,5,1,1,1,1
46620,7770,0,0,3,3,6
46621,7770,1,0,3,3,5
46622,7770,2,0,1,3,4
46623,7770,3,1,2,3,3
46624,7770,4,1,2,2,2
46625,7770,5,1,1,1,1
46626,7771,0,0,3,3,6
46627,7771,1,0,3,3,5
46628,7771,2,1,3,3,4
46629,7771,3,1,2,2,3
46630,7771,4,1,1,2,2
46631,7771,5,1,1,1,1
46632,7772,0,0,3,3,6
46633,7772,1,0,3,3,5
46634,7772,2,1,3,3,4
46635,7772,3,1,2,3,3
46636,7772,4,1,1,2,2
46637,7772,5,1,1,1,1
46638,7773,0,0,3,3,6
46639,7773,1,0,3,3,5
46640,7773,2,0,4,2,4
46641,7773,3,1,2,2,3
46642,7773,4,1,2,2,2
46643,7773,5,1,1,1,1
46644,7774,0,0,3,3,6
46645,7774,1,0,3,3,5
46646,7774,2,0,4,2,4
46647,7774,3,0,2,2,3
46648,7774,4,1,1,1,2
46649,7774,5,1,1,1,1
46650,7775,0,0,3,3,6
46651,7775,1,0,3,3,5
46652,7775,2,0,1,3,4
46653,7775,3,1,2,3,3
46654,7775,4,1,2,2,2
46655,7775,5,1,1,1,1
46656,7776,0,0,3,3,6
46657,7776,1,0,3,3,5
46658,7776,2,1,3,3,4
46659,7776,3,1,2,2,3
46660,7776,4,1,1,2,2
46661,7776,5,1,1,1,1
46662,7777,0,0,3,3,6
46663,7777,1,0,3,3,5
46664,7777,2,1,3,3,4
46665,7777,3,1,2,2,3
46666,7777,4,1,1,1,2
46667,7777,5,1,1,1,1
46668,7778,0,0,3,3,6
46669,7778,1,0,3,3,5
46670,7778,2,1,3,3,4
46671,7778,3,1,2,2,3
46672,7778,4,1,1,1,2
46673,7778,5,1,1,1,1
46674,7779,0,0,3,3,6
46675,7779,1,0,3,3,5
46676,7779,2,0,1,3,4
46677,7779,3,0,2,2,3
46678,7779,4,1,1,1,2
46679,7779,5,1,1,1,1
46680,7780,0,0,3,3,6
46681,7780,1,0,3,3,5
46682,7780,2,0,3,3,4
46683,7780,3,0,2,2,3
46684,7780,4,1,1,1,2
46685,7780,5,1,1,1,1
46686,7781,0,0,3,3,6
46687,7781,1,0,3,3,5
46688,7781,2,1,3,3,4
46689,7781,3,1,2,2,3
46690,7781,4,1,2,2,2
46691,7781,5,1,1,1,1
46692,7782,0,0,3,3,6
46693,7782,1,0,3,3,5
46694,7782,2,0,1,3,4
46695,7782,3,1,2,2,3
46696,7782,4,1,1,2,2
46697,7782,5,1,1,1,1
46698,7783,0,0,3,3,6
46699,7783,1,0,3,3,5
46700,7783,2,1,3,3,4
46701,7783,3,1,2,2,3
46702,7783,4,1,1,2,2
46703,7783,5,1,1,1,1
46704,7784,0,0,3,3,6
46705,7784,1,0,3,3,5
46706,7784,2,0,3,3,4
46707,7784,3,1,2,3,3
46708,7784,4,1,2,2,2
46709,7784,5,1,1,1,1
46710,7785,0,0,3,3,6
46711,7785,1,0,3,3,5
46712,7785,2,1,3,3,4
46713,7785,3,1,2,3,3
46714,7785,4,1,1,2,2
46715,7785,5,1,1,1,1
46716,7786,0,0,3,3,6
46717,7786,1,0,3,3,5
46718,7786,2,1,3,3,4
46719,7786,3,1,2,3,3
46720,7786,4,1,2,2,2
46721,7786,5,1,1,1,1
46722,7787,0,0,3,3,6
46723,7787,1,0,3,3,5
46724,7787,2,0,1,3,4
46725,7787,3,1,2,3,3
46726,7787,4,1,2,2,2
46727,7787,5,1,1,1,1
46728,7788,0,0,3,3,6
46729,7788,1,0,3,3,5
46730,7788,2,0,4,2,4
46731,7788,3,0,2,2,3
46732,7788,4,1,1,1,2
46733,7788,5,1,1,1,1
46734,7789,0,0,3,3,6
46735,7789,1,0,3,3,5
46736,7789,2,0,4,2,4
46737,7789,3,0,2,2,3
46738,7789,4,1,2,2,2
46739,7789,5,1,1,1,1
46740,7790,0,0,3,3,6
46741,7790,1,0,3,3,5
46742,7790,2,0,3,3,4
46743,7790,3,1,2,3,3
46744,7790,4,1,2,2,2
46745,7790,5,1,1,1,1
46746,7791,0,0,3,3,6
46747,7791,1,0,3,3,5
46748,7791,2,0,1,3,4
46749,7791,3,1,2,3,3
46750,7791,4,1,2,2,2
46751,7791,5,1,1,1,1
46752,7792,0,0,3,3,6
46753,7792,1,0,3,3,5
46754,7792,2,0,1,3,4
46755,7792,3,1,2,3,3
46756,7792,4,1,1,2,2
46757,7792,5,1,1,1,1
46758,7793,0,0,3,3,6
46759,7793,1,0,3,3,5
46760,7793,2,0,1,3,4
46761,7793,3,1,2,3,3
46762,7793,4,1,2,2,2
46763,7793,5,1,1,1,1
46764,7794,0,0,3,3,6
46765,7794,1,0,3,3,5
46766,7794,2,1,3,3,4
46767,7794,3,1,2,3,3
46768,7794,4,1,2,2,2
46769,7794,5,1,1,1,1
46770,7795,0,0,3,3,6
46771,7795,1,0,3,3,5
46772,7795,2,0,3,3,4
46773,7795,3,0,2,2,3
46774,7795,4,1,1,2,2
46775,7795,5,1,1,1,1
46776,7796,0,0,3,3,6
46777,7796,1,0,3,3,5
46778,7796,2,0,4,2,4
46779,7796,3,0,2,2,3
46780,7796,4,1,1,1,2
46781,7796,5,1,1,1,1
46782,7797,0,0,3,3,6
46783,7797,1,0,3,3,5
46784,7797,2,0,4,2,4
46785,7797,3,1,2,2,3
46786,7797,4,1,2,2,2
46787,7797,5,1,1,1,1
46788,7798,0,0,3,3,6
46789,7798,1,0,3,3,5
46790,7798,2,0,3,3,4
46791,7798,3,0,2,2,3
46792,7798,4,1,1,2,2
46793,7798,5,1,1,1,1
