,Run,Deletion,Rho0,Rho1,Rho2,Rho3
8912,1485,2,0,1,3,4
8913,1485,3,1,2,3,3
8914,1485,4,1,1,2,2
8915,1485,5,1,1,1,1
8916,1486,0,0,3,3,6
8917,1486,1,0,3,3,5
8918,1486,2,0,3,3,4
8919,1486,3,1,2,3,3
8920,1486,4,1,2,2,2
8921,1486,5,1,1,1,1
8922,1487,0,0,3,3,6
8923,1487,1,0,3,3,5
8924,1487,2,0,3,3,4
8925,1487,3,1,2,3,3
8926,1487,4,1,2,2,2
8927,1487,5,1,1,1,1
8928,1488,0,0,3,3,6
8929,1488,1,0,3,3,5
8930,1488,2,1,3,3,4
8931,1488,3,1,2,2,3
8932,1488,4,1,1,2,2
8933,1488,5,1,1,1,1
8934,1489,0,0,3,3,6
8935,1489,1,0,3,3,5
8936,1489,2,0,3,3,4
8937,1489,3,1,2,3,3
8938,1489,4,1,2,2,2
8939,1489,5,1,1,1,1
8940,1490,0,0,3,3,6
8941,1490,1,0,3,3,5
8942,1490,2,0,1,3,4
8943,1490,3,0,2,2,3
8944,1490,4,1,1,2,2
8945,1490,5,1,1,1,1
8946,1491,0,0,3,3,6
8947,1491,1,0,3,3,5
8948,1491,2,1,3,3,4
8949,1491,3,1,2,2,3
8950,1491,4,1,1,2,2
8951,1491,5,1,1,1,1
8952,1492,0,0,3,3,6
8953,1492,1,0,3,3,5
8954,1492,2,0,4,2,4
8955,1492,3,1,2,2,3
8956,1492,4,1,1,1,2
8957,1492,5,1,1,1,1
8958,1493,0,0,3,3,6
8959,1493,1,0,3,3,5
8960,1493,2,1,3,3,4
8961,1493,3,1,2,3,3
8962,1493,4,1,1,2,2
8963,1493,5,1,1,1,1
8964,1494,0,0,3,3,6
8965,1494,1,0,3,3,5
8966,1494,2,1,3,3,4
8967,1494,3,1,2,2,3
8968,1494,4,1,1,2,2
8969,1494,5,1,1,1,1
8970,1495,0,0,3,3,6
8971,1495,1,0,3,3,5
8972,1495,2,0,1,3,4
8973,1495,3,0,2,2,3
8974,1495,4,1,2,2,2
8975,1495,5,1,1,1,1
8976,1496,0,0,3,3,6
8977,1496,1,0,3,3,5
8978,1496,2,1,3,3,4
8979,1496,3,1,2,2,3
8980,1496,4,1,2,2,2
8981,1496,5,1,1,1,1
8982,1497,0,0,3,3,6
8983,1497,1,0,3,3,5
8984,1497,2,0,4,2,4
8985,1497,3,0,2,2,3
8986,1497,4,1,1,1,2
8987,1497,5,1,1,1,1
8988,1498,0,0,3,3,6
8989,1498,1,0,3,3,5
8990,1498,2,1,3,3,4
8991,1498,3,1,2,2,3
8992,1498,4,1,2,2,2
8993,1498,5,1,1,1,1
8994,1499,0,0,3,3,6
8995,1499,1,0,3,3,5
8996,1499,2,0,3,3,4
8997,1499,3,0,2,2,3
8998,1499,4,1,1,2,2
8999,1499,5,1,1,1,1
9000,1500,0,0,3,3,6
9001,1500,1,0,3,3,5
9002,1500,2,0,4,2,4
9003,1500,3,1,2,2,3
9004,1500,4,1,2,2,2
9005,1500,5,1,1,1,1
9006,1501,0,0,3,3,6
9007,1501,1,0,3,3,5
9008,1501,2,0,4,2,4
9009,1501,3,0,2,2,3
9010,1501,4,1,1,1,2
9011,1501,5,1,1,1,1
9012,1502,0,0,3,3,6
9013,1502,1,0,3,3,5
9014,1502,2,0,3,3,4
9015,1502,3,1,2,3,3
9016,1502,4,1,1,2,2
9017,1502,5,1,1,1,1
9018,1503,0,0,3,3,6
9019,1503,1,0,3,3,5
9020,1503,2,0,4,2,4
9021,1503,3,1,2,2,3
9022,1503,4,1,1,2,2
9023,1503,5,1,1,1,1
9024,1504,0,0,3,3,6
9025,1504,1,0,3,3,5
9026,1504,2,0,1,3,4
9027,1504,3,1,2,2,3
9028,1504,4,1,1,2,2
9029,1504,5,1,1,1,1
9030,1505,0,0,3,3,6
9031,1505,1,0,3,3,5
9032,1505,2,0,4,2,4
9033,1505,3,0,2,2,3
9034,1505,4,1,2,2,2
9035,1505,5,1,1,1,1
9036,1506,0,0,3,3,6
9037,1506,1,0,3,3,5
9038,1506,2,0,1,3,4
9039,1506,3,1,2,3,3
9040,1506,4,1,2,2,2
9041,1506,5,1,1,1,1
9042,1507,0,0,3,3,6
9043,1507,1,0,3,3,5
9044,1507,2,1,3,3,4
9045,1507,3,1,2,2,3
9046,1507,4,1,2,2,2
9047,1507,5,1,1,1,1
9048,1508,0,0,3,3,6
9049,1508,1,0,3,3,5
9050,1508,2,0,4,2,4
9051,1508,3,0,2,2,3
9052,1508,4,1,1,2,2
9053,1508,5,1,1,1,1
9054,1509,0,0,3,3,6
9055,1509,1,0,3,3,5
9056,1509,2,0,1,3,4
9057,1509,3,1,2,2,3
9058,1509,4,1,1,2,2
9059,1509,5,1,1,1,1
9060,1510,0,0,3,3,6
9061,1510,1,0,3,3,5
9062,1510,2,0,1,3,4
9063,1510,3,1,2,3,3
9064,1510,4,1,2,2,2
9065,1510,5,1,1,1,1
9066,1511,0,0,3,3,6
9067,1511,1,0,3,3,5
9068,1511,2,0,1,3,4
9069,1511,3,1,2,2,3
9070,1511,4,1,1,2,2
9071,1511,5,1,1,1,1
9072,1512,0,0,3,3,6
9073,1512,1,0,3,3,5
9074,1512,2,0,1,3,4
9075,1512,3,1,2,2,3
9076,1512,4,1,2,2,2
9077,1512,5,1,1,1,1
9078,1513,0,0,3,3,6
9079,1513,1,0,3,3,5
9080,1513,2,0,1,3,4
9081,1513,3,0,0,3,3
9082,1513,4,1,1,2,2
9083,1513,5,1,1,1,1
9084,1514,0,0,3,3,6
9085,1514,1,0,3,3,5
9086,1514,2,0,1,3,4
9087,1514,3,0,2,2,3
9088,1514,4,1,1,2,2
9089,1514,5,1,1,1,1
9090,1515,0,0,3,3,6
9091,1515,1,0,3,3,5
9092,1515,2,1,3,3,4
9093,1515,3,1,2,2,3
9094,1515,4,1,1,1,2
9095,1515,5,1,1,1,1
9096,1516,0,0,3,3,6
9097,1516,1,0,3,3,5
9098,1516,2,0,3,3,4
9099,1516,3,1,2,3,3
9100,1516,4,1,1,2,2
9101,1516,5,1,1,1,1
9102,1517,0,0,3,3,6
9103,1517,1,0,3,3,5
9104,1517,2,1,3,3,4
9105,1517,3,1,2,2,3
9106,1517,4,1,2,2,2
9107,1517,5,1,1,1,1
9108,1518,0,0,3,3,6
9109,1518,1,0,3,3,5
9110,1518,2,0,3,3,4
9111,1518,3,1,2,3,3
9112,1518,4,1,2,2,2
9113,1518,5,1,1,1,1
9114,1519,0,0,3,3,6
9115,1519,1,0,3,3,5
9116,1519,2,1,3,3,4
9117,1519,3,1,2,3,3
9118,1519,4,1,1,2,2
9119,1519,5,1,1,1,1
9120,1520,0,0,3,3,6
9121,1520,1,0,3,3,5
9122,1520,2,0,4,2,4
9123,1520,3,1,2,2,3
9124,1520,4,1,1,1,2
9125,1520,5,1,1,1,1
9126,1521,0,0,3,3,6
9127,1521,1,0,3,3,5
9128,1521,2,1,3,3,4
9129,1521,3,1,2,2,3
9130,1521,4,1,1,1,2
9131,1521,5,1,1,1,1
9132,1522,0,0,3,3,6
9133,1522,1,0,3,3,5
9134,1522,2,0,3,3,4
9135,1522,3,1,2,3,3
9136,1522,4,1,1,2,2
9137,1522,5,1,1,1,1
9138,1523,0,0,3,3,6
9139,1523,1,0,3,3,5
9140,1523,2,1,3,3,4
9141,1523,3,1,2,3,3
9142,1523,4,1,2,2,2
9143,1523,5,1,1,1,1
9144,1524,0,0,3,3,6
9145,1524,1,0,3,3,5
9146,1524,2,0,4,2,4
9147,1524,3,1,2,2,3
9148,1524,4,1,2,2,2
9149,1524,5,1,1,1,1
9150,1525,0,0,3,3,6
9151,1525,1,0,3,3,5
9152,1525,2,1,3,3,4
9153,1525,3,1,2,2,3
9154,1525,4,1,2,2,2
9155,1525,5,1,1,1,1
9156,1526,0,0,3,3,6
9157,1526,1,0,3,3,5
9158,1526,2,0,1,3,4
9159,1526,3,0,0,3,3
9160,1526,4,1,1,2,2
9161,1526,5,1,1,1,1
9162,1527,0,0,3,3,6
9163,1527,1,0,3,3,5
9164,1527,2,0,1,3,4
9165,1527,3,1,2,3,3
9166,1527,4,1,1,2,2
9167,1527,5,1,1,1,1
9168,1528,0,0,3,3,6
9169,1528,1,0,3,3,5
9170,1528,2,1,3,3,4
9171,1528,3,1,2,2,3
9172,1528,4,1,1,1,2
9173,1528,5,1,1,1,1
9174,1529,0,0,3,3,6
9175,1529,1,0,3,3,5
9176,1529,2,0,4,2,4
9177,1529,3,1,2,2,3
9178,1529,4,1,1,1,2
9179,1529,5,1,1,1,1
9180,1530,0,0,3,3,6
9181,1530,1,0,3,3,5
9182,1530,2,0,4,2,4
9183,1530,3,0,2,2,3
9184,1530,4,1,1,1,2
9185,1530,5,1,1,1,1
9186,1531,0,0,3,3,6
9187,1531,1,0,3,3,5
9188,1531,2,1,3,3,4
9189,1531,3,1,2,3,3
9190,1531,4,1,2,2,2
9191,1531,5,1,1,1,1
9192,1532,0,0,3,3,6
9193,1532,1,0,3,3,5
9194,1532,2,1,3,3,4
9195,1532,3,1,2,2,3
9196,1532,4,1,1,2,2
9197,1532,5,1,1,1,1
9198,1533,0,0,3,3,6
9199,1533,1,0,3,3,5
9200,1533,2,1,3,3,4
9201,1533,3,1,2,3,3
9202,1533,4,1,1,2,2
9203,1533,5,1,1,1,1
9204,1534,0,0,3,3,6
9205,1534,1,0,3,3,5
9206,1534,2,0,1,3,4
9207,1534,3,0,0,3,3
9208,1534,4,1,1,2,2
9209,1534,5,1,1,1,1
9210,1535,0,0,3,3,6
9211,1535,1,0,3,3,5
9212,1535,2,0,3,3,4
9213,1535,3,1,2,3,3
9214,1535,4,1,1,2,2
9215,1535,5,1,1,1,1
9216,1536,0,0,3,3,6
9217,1536,1,0,3,3,5
9218,1536,2,0,1,3,4
9219,1536,3,0,0,3,3
9220,1536,4,1,1,2,2
9221,1536,5,1,1,1,1
9222,1537,0,0,3,3,6
9223,1537,1,0,3,3,5
9224,1537,2,0,3,3,4
9225,1537,3,0,2,2,3
9226,1537,4,1,1,2,2
9227,1537,5,1,1,1,1
9228,1538,0,0,3,3,6
9229,1538,1,0,3,3,5
9230,1538,2,0,1,3,4
9231,1538,3,0,2,2,3
9232,1538,4,1,1,2,2
9233,1538,5,1,1,1,1
9234,1539,0,0,3,3,6
9235,1539,1,0,3,3,5
9236,1539,2,0,4,2,4
9237,1539,3,1,2,2,3
9238,1539,4,1,1,2,2
9239,1539,5,1,1,1,1
9240,1540,0,0,3,3,6
9241,1540,1,0,3,3,5
9242,1540,2,0,1,3,4
9243,1540,3,0,0,3,3
9244,1540,4,1,1,2,2
9245,1540,5,1,1,1,1
9246,1541,0,0,3,3,6
9247,1541,1,0,3,3,5
9248,1541,2,0,1,3,4
9249,1541,3,1,2,2,3
9250,1541,4,1,1,2,2
9251,1541,5,1,1,1,1
9252,1542,0,0,3,3,6
9253,1542,1,0,3,3,5
9254,1542,2,1,3,3,4
9255,1542,3,1,2,2,3
9256,1542,4,1,1,1,2
9257,1542,5,1,1,1,1
9258,1543,0,0,3,3,6
9259,1543,1,0,3,3,5
9260,1543,2,0,1,3,4
9261,1543,3,1,2,3,3
9262,1543,4,1,2,2,2
9263,1543,5,1,1,1,1
9264,1544,0,0,3,3,6
9265,1544,1,0,3,3,5
9266,1544,2,0,1,3,4
9267,1544,3,1,2,2,3
9268,1544,4,1,2,2,2
9269,1544,5,1,1,1,1
9270,1545,0,0,3,3,6
9271,1545,1,0,3,3,5
9272,1545,2,0,4,2,4
9273,1545,3,0,2,2,3
9274,1545,4,1,1,1,2
9275,1545,5,1,1,1,1
9276,1546,0,0,3,3,6
9277,1546,1,0,3,3,5
9278,1546,2,1,3,3,4
9279,1546,3,1,2,3,3
9280,1546,4,1,2,2,2
9281,1546,5,1,1,1,1
9282,1547,0,0,3,3,6
9283,1547,1,0,3,3,5
9284,1547,2,1,3,3,4
9285,1547,3,1,2,3,3
9286,1547,4,1,2,2,2
9287,1547,5,1,1,1,1
9288,1548,0,0,3,3,6
9289,1548,1,0,3,3,5
9290,1548,2,1,3,3,4
9291,1548,3,1,2,3,3
9292,1548,4,1,2,2,2
9293,1548,5,1,1,1,1
9294,1549,0,0,3,3,6
9295,1549,1,0,3,3,5
9296,1549,2,0,4,2,4
9297,1549,3,0,2,2,3
9298,1549,4,1,2,2,2
9299,1549,5,1,1,1,1
9300,1550,0,0,3,3,6
9301,1550,1,0,3,3,5
9302,1550,2,0,4,2,4
9303,1550,3,1,2,2,3
9304,1550,4,1,1,1,2
9305,1550,5,1,1,1,1
9306,1551,0,0,3,3,6
9307,1551,1,0,3,3,5
9308,1551,2,0,3,3,4
9309,1551,3,1,2,3,3
9310,1551,4,1,2,2,2
9311,1551,5,1,1,1,1
9312,1552,0,0,3,3,6
9313,1552,1,0,3,3,5
9314,1552,2,0,1,3,4
9315,1552,3,0,0,3,3
9316,1552,4,1,1,2,2
9317,1552,5,1,1,1,1
9318,1553,0,0,3,3,6
9319,1553,1,0,3,3,5
9320,1553,2,0,1,3,4
9321,1553,3,0,2,2,3
9322,1553,4,1,1,1,2
9323,1553,5,1,1,1,1
9324,1554,0,0,3,3,6
9325,1554,1,0,3,3,5
9326,1554,2,0,1,3,4
9327,1554,3,1,2,3,3
9328,1554,4,1,2,2,2
9329,1554,5,1,1,1,1
9330,1555,0,0,3,3,6
9331,1555,1,0,3,3,5
9332,1555,2,0,4,2,4
9333,1555,3,0,2,2,3
9334,1555,4,1,1,2,2
9335,1555,5,1,1,1,1
9336,1556,0,0,3,3,6
9337,1556,1,0,3,3,5
9338,1556,2,0,4,2,4
9339,1556,3,0,2,2,3
9340,1556,4,1,1,1,2
9341,1556,5,1,1,1,1
9342,1557,0,0,3,3,6
9343,1557,1,0,3,3,5
9344,1557,2,0,4,2,4
9345,1557,3,0,2,2,3
9346,1557,4,1,1,2,2
9347,1557,5,1,1,1,1
9348,1558,0,0,3,3,6
9349,1558,1,0,3,3,5
9350,1558,2,0,1,3,4
9351,1558,3,1,2,2,3
9352,1558,4,1,1,2,2
9353,1558,5,1,1,1,1
9354,1559,0,0,3,3,6
9355,1559,1,0,3,3,5
9356,1559,2,1,3,3,4
9357,1559,3,1,2,3,3
9358,1559,4,1,2,2,2
9359,1559,5,1,1,1,1
9360,1560,0,0,3,3,6
9361,1560,1,0,3,3,5
9362,1560,2,0,4,2,4
9363,1560,3,0,2,2,3
9364,1560,4,1,1,1,2
9365,1560,5,1,1,1,1
9366,1561,0,0,3,3,6
9367,1561,1,0,3,3,5
9368,1561,2,0,1,3,4
9369,1561,3,1,2,3,3
9370,1561,4,1,2,2,2
9371,1561,5,1,1,1,1
9372,1562,0,0,3,3,6
9373,1562,1,0,3,3,5
9374,1562,2,0,4,2,4
9375,1562,3,1,2,2,3
9376,1562,4,1,1,1,2
9377,1562,5,1,1,1,1
9378,1563,0,0,3,3,6
9379,1563,1,0,3,3,5
9380,1563,2,0,1,3,4
9381,1563,3,0,0,3,3
9382,1563,4,1,1,2,2
9383,1563,5,1,1,1,1
9384,1564,0,0,3,3,6
9385,1564,1,0,3,3,5
9386,1564,2,0,3,3,4
9387,1564,3,0,2,2,3
9388,1564,4,1,1,1,2
9389,1564,5,1,1,1,1
9390,1565,0,0,3,3,6
9391,1565,1,0,3,3,5
9392,1565,2,0,1,3,4
9393,1565,3,0,0,3,3
9394,1565,4,1,1,2,2
9395,1565,5,1,1,1,1
9396,1566,0,0,3,3,6
9397,1566,1,0,3,3,5
9398,1566,2,0,1,3,4
9399,1566,3,0,0,3,3
9400,1566,4,1,1,2,2
9401,1566,5,1,1,1,1
9402,1567,0,0,3,3,6
9403,1567,1,0,3,3,5
9404,1567,2,1,3,3,4
9405,1567,3,1,2,2,3
9406,1567,4,1,1,1,2
9407,1567,5,1,1,1,1
9408,1568,0,0,3,3,6
9409,1568,1,0,3,3,5
9410,1568,2,0,1,3,4
9411,1568,3,1,2,3,3
9412,1568,4,1,2,2,2
9413,1568,5,1,1,1,1
9414,1569,0,0,3,3,6
9415,1569,1,0,3,3,5
9416,1569,2,0,1,3,4
9417,1569,3,1,2,2,3
9418,1569,4,1,1,2,2
9419,1569,5,1,1,1,1
9420,1570,0,0,3,3,6
9421,1570,1,0,3,3,5
9422,1570,2,0,1,3,4
9423,1570,3,1,2,3,3
9424,1570,4,1,1,2,2
9425,1570,5,1,1,1,1
9426,1571,0,0,3,3,6
9427,1571,1,0,3,3,5
9428,1571,2,1,3,3,4
9429,1571,3,1,2,3,3
9430,1571,4,1,1,2,2
9431,1571,5,1,1,1,1
9432,1572,0,0,3,3,6
9433,1572,1,0,3,3,5
9434,1572,2,0,1,3,4
9435,1572,3,0,2,2,3
9436,1572,4,1,1,2,2
9437,1572,5,1,1,1,1
9438,1573,0,0,3,3,6
9439,1573,1,0,3,3,5
9440,1573,2,0,3,3,4
9441,1573,3,0,2,2,3
9442,1573,4,1,1,2,2
9443,1573,5,1,1,1,1
9444,1574,0,0,3,3,6
9445,1574,1,0,3,3,5
9446,1574,2,0,1,3,4
9447,1574,3,0,2,2,3
9448,1574,4,1,1,1,2
9449,1574,5,1,1,1,1
9450,1575,0,0,3,3,6
9451,1575,1,0,3,3,5
9452,1575,2,0,4,2,4
9453,1575,3,0,2,2,3
9454,1575,4,1,1,1,2
9455,1575,5,1,1,1,1
9456,1576,0,0,3,3,6
9457,1576,1,0,3,3,5
9458,1576,2,0,1,3,4
9459,1576,3,1,2,3,3
9460,1576,4,1,2,2,2
9461,1576,5,1,1,1,1
9462,1577,0,0,3,3,6
9463,1577,1,0,3,3,5
9464,1577,2,0,1,3,4
9465,1577,3,0,2,2,3
9466,1577,4,1,2,2,2
9467,1577,5,1,1,1,1
9468,1578,0,0,3,3,6
9469,1578,1,0,3,3,5
9470,1578,2,0,4,2,4
9471,1578,3,1,2,2,3
9472,1578,4,1,1,2,2
9473,1578,5,1,1,1,1
9474,1579,0,0,3,3,6
9475,1579,1,0,3,3,5
9476,1579,2,1,3,3,4
9477,1579,3,1,2,2,3
9478,1579,4,1,1,2,2
9479,1579,5,1,1,1,1
9480,1580,0,0,3,3,6
9481,1580,1,0,3,3,5
9482,1580,2,0,3,3,4
9483,1580,3,1,2,3,3
9484,1580,4,1,1,2,2
9485,1580,5,1,1,1,1
9486,1581,0,0,3,3,6
9487,1581,1,0,3,3,5
9488,1581,2,0,1,3,4
9489,1581,3,1,2,2,3
9490,1581,4,1,2,2,2
9491,1581,5,1,1,1,1
9492,1582,0,0,3,3,6
9493,1582,1,0,3,3,5
9494,1582,2,1,3,3,4
9495,1582,3,1,2,3,3
9496,1582,4,1,1,2,2
9497,1582,5,1,1,1,1
9498,1583,0,0,3,3,6
9499,1583,1,0,3,3,5
9500,1583,2,0,4,2,4
9501,1583,3,1,2,2,3
9502,1583,4,1,1,2,2
9503,1583,5,1,1,1,1
9504,1584,0,0,3,3,6
9505,1584,1,0,3,3,5
9506,1584,2,0,1,3,4
9507,1584,3,1,2,3,3
9508,1584,4,1,2,2,2
9509,1584,5,1,1,1,1
9510,1585,0,0,3,3,6
9511,1585,1,0,3,3,5
9512,1585,2,0,4,2,4
9513,1585,3,0,2,2,3
9514,1585,4,1,2,2,2
9515,1585,5,1,1,1,1
9516,1586,0,0,3,3,6
9517,1586,1,0,3,3,5
9518,1586,2,0,4,2,4
9519,1586,3,1,2,2,3
9520,1586,4,1,1,2,2
9521,1586,5,1,1,1,1
9522,1587,0,0,3,3,6
9523,1587,1,0,3,3,5
9524,1587,2,1,3,3,4
9525,1587,3,1,2,2,3
9526,1587,4,1,2,2,2
9527,1587,5,1,1,1,1
9528,1588,0,0,3,3,6
9529,1588,1,0,3,3,5
9530,1588,2,0,1,3,4
9531,1588,3,0,0,3,3
9532,1588,4,1,1,2,2
9533,1588,5,1,1,1,1
9534,1589,0,0,3,3,6
9535,1589,1,0,3,3,5
9536,1589,2,0,4,2,4
9537,1589,3,1,2,2,3
9538,1589,4,1,2,2,2
9539,1589,5,1,1,1,1
9540,1590,0,0,3,3,6
9541,1590,1,0,3,3,5
9542,1590,2,0,4,2,4
9543,1590,3,1,2,2,3
9544,1590,4,1,2,2,2
9545,1590,5,1,1,1,1
9546,1591,0,0,3,3,6
9547,1591,1,0,3,3,5
9548,1591,2,0,1,3,4
9549,1591,3,0,0,3,3
9550,1591,4,1,1,2,2
9551,1591,5,1,1,1,1
9552,1592,0,0,3,3,6
9553,1592,1,0,3,3,5
9554,1592,2,0,4,2,4
9555,1592,3,0,2,2,3
9556,1592,4,1,2,2,2
9557,1592,5,1,1,1,1
9558,1593,0,0,3,3,6
9559,1593,1,0,3,3,5
9560,1593,2,0,1,3,4
9561,1593,3,1,2,3,3
9562,1593,4,1,2,2,2
9563,1593,5,1,1,1,1
9564,1594,0,0,3,3,6
9565,1594,1,0,3,3,5
9566,1594,2,0,1,3,4
9567,1594,3,1,2,3,3
9568,1594,4,1,2,2,2
9569,1594,5,1,1,1,1
9570,1595,0,0,3,3,6
9571,1595,1,0,3,3,5
9572,1595,2,0,3,3,4
9573,1595,3,1,2,3,3
9574,1595,4,1,2,2,2
9575,1595,5,1,1,1,1
9576,1596,0,0,3,3,6
9577,1596,1,0,3,3,5
9578,1596,2,0,4,2,4
9579,1596,3,1,2,2,3
9580,1596,4,1,1,2,2
9581,1596,5,1,1,1,1
9582,1597,0,0,3,3,6
9583,1597,1,0,3,3,5
9584,1597,2,0,3,3,4
9585,1597,3,0,2,2,3
9586,1597,4,1,1,1,2
9587,1597,5,1,1,1,1
9588,1598,0,0,3,3,6
9589,1598,1,0,3,3,5
9590,1598,2,0,1,3,4
9591,1598,3,1,2,2,3
9592,1598,4,1,1,2,2
9593,1598,5,1,1,1,1
9594,1599,0,0,3,3,6
9595,1599,1,0,3,3,5
9596,1599,2,0,1,3,4
9597,1599,3,0,2,2,3
9598,1599,4,1,1,2,2
9599,1599,5,1,1,1,1
9600,1600,0,0,3,3,6
9601,1600,1,0,3,3,5
9602,1600,2,0,4,2,4
9603,1600,3,1,2,2,3
9604,1600,4,1,1,1,2
9605,1600,5,1,1,1,1
9606,1601,0,0,3,3,6
9607,1601,1,0,3,3,5
9608,1601,2,1,3,3,4
9609,1601,3,1,2,2,3
9610,1601,4,1,1,2,2
9611,1601,5,1,1,1,1
9612,1602,0,0,3,3,6
9613,1602,1,0,3,3,5
9614,1602,2,0,4,2,4
9615,1602,3,1,2,2,3
9616,1602,4,1,2,2,2
9617,1602,5,1,1,1,1
9618,1603,0,0,3,3,6
9619,1603,1,0,3,3,5
9620,1603,2,0,4,2,4
9621,1603,3,0,2,2,3
9622,1603,4,1,2,2,2
9623,1603,5,1,1,1,1
9624,1604,0,0,3,3,6
9625,1604,1,0,3,3,5
9626,1604,2,0,3,3,4
9627,1604,3,1,2,3,3
9628,1604,4,1,1,2,2
9629,1604,5,1,1,1,1
9630,1605,0,0,3,3,6
9631,1605,1,0,3,3,5
9632,1605,2,0,4,2,4
9633,1605,3,1,2,2,3
9634,1605,4,1,1,1,2
9635,1605,5,1,1,1,1
9636,1606,0,0,3,3,6
9637,1606,1,0,3,3,5
9638,1606,2,0,4,2,4
9639,1606,3,0,2,2,3
9640,1606,4,1,2,2,2
9641,1606,5,1,1,1,1
9642,1607,0,0,3,3,6
9643,1607,1,0,3,3,5
9644,1607,2,0,1,3,4
9645,1607,3,0,0,3,3
9646,1607,4,1,1,2,2
9647,1607,5,1,1,1,1
9648,1608,0,0,3,3,6
9649,1608,1,0,3,3,5
9650,1608,2,0,3,3,4
9651,1608,3,1,2,3,3
9652,1608,4,1,1,2,2
9653,1608,5,1,1,1,1
9654,1609,0,0,3,3,6
9655,1609,1,0,3,3,5
9656,1609,2,1,3,3,4
9657,1609,3,1,2,3,3
9658,1609,4,1,2,2,2
9659,1609,5,1,1,1,1
9660,1610,0,0,3,3,6
9661,1610,1,0,3,3,5
9662,1610,2,0,4,2,4
9663,1610,3,1,2,2,3
9664,1610,4,1,2,2,2
9665,1610,5,1,1,1,1
9666,1611,0,0,3,3,6
9667,1611,1,0,3,3,5
9668,1611,2,0,3,3,4
9669,1611,3,1,2,3,3
9670,1611,4,1,1,2,2
9671,1611,5,1,1,1,1
9672,1612,0,0,3,3,6
9673,1612,1,0,3,3,5
9674,1612,2,0,1,3,4
9675,1612,3,1,2,2,3
9676,1612,4,1,1,2,2
9677,1612,5,1,1,1,1
9678,1613,0,0,3,3,6
9679,1613,1,0,3,3,5
9680,1613,2,0,3,3,4
9681,1613,3,0,2,2,3
9682,1613,4,1,1,2,2
9683,1613,5,1,1,1,1
9684,1614,0,0,3,3,6
9685,1614,1,0,3,3,5
9686,1614,2,0,4,2,4
9687,1614,3,1,2,2,3
9688,1614,4,1,1,2,2
9689,1614,5,1,1,1,1
9690,1615,0,0,3,3,6
9691,1615,1,0,3,3,5
9692,1615,2,1,3,3,4
9693,1615,3,1,2,3,3
9694,1615,4,1,2,2,2
9695,1615,5,1,1,1,1
9696,1616,0,0,3,3,6
9697,1616,1,0,3,3,5
9698,1616,2,0,4,2,4
9699,1616,3,0,2,2,3
9700,1616,4,1,1,1,2
9701,1616,5,1,1,1,1
9702,1617,0,0,3,3,6
9703,1617,1,0,3,3,5
9704,1617,2,0,1,3,4
9705,1617,3,0,2,2,3
9706,1617,4,1,1,1,2
9707,1617,5,1,1,1,1
9708,1618,0,0,3,3,6
9709,1618,1,0,3,3,5
9710,1618,2,0,3,3,4
9711,1618,3,0,2,2,3
9712,1618,4,1,2,2,2
9713,1618,5,1,1,1,1
9714,1619,0,0,3,3,6
9715,1619,1,0,3,3,5
9716,1619,2,0,1,3,4
9717,1619,3,0,0,3,3
9718,1619,4,1,1,2,2
9719,1619,5,1,1,1,1
9720,1620,0,0,3,3,6
9721,1620,1,0,3,3,5
9722,1620,2,0,3,3,4
9723,1620,3,0,2,2,3
9724,1620,4,1,2,2,2
9725,1620,5,1,1,1,1
9726,1621,0,0,3,3,6
9727,1621,1,0,3,3,5
9728,1621,2,1,3,3,4
9729,1621,3,1,2,2,3
9730,1621,4,1,2,2,2
9731,1621,5,1,1,1,1
9732,1622,0,0,3,3,6
9733,1622,1,0,3,3,5
9734,1622,2,0,3,3,4
9735,1622,3,0,2,2,3
9736,1622,4,1,2,2,2
9737,1622,5,1,1,1,1
9738,1623,0,0,3,3,6
9739,1623,1,0,3,3,5
9740,1623,2,0,3,3,4
9741,1623,3,0,2,2,3
9742,1623,4,1,1,2,2
9743,1623,5,1,1,1,1
9744,1624,0,0,3,3,6
9745,1624,1,0,3,3,5
9746,1624,2,0,4,2,4
9747,1624,3,1,2,2,3
9748,1624,4,1,2,2,2
9749,1624,5,1,1,1,1
9750,1625,0,0,3,3,6
9751,1625,1,0,3,3,5
9752,1625,2,0,1,3,4
9753,1625,3,1,2,2,3
9754,1625,4,1,2,2,2
9755,1625,5,1,1,1,1
9756,1626,0,0,3,3,6
9757,1626,1,0,3,3,5
9758,1626,2,1,3,3,4
9759,1626,3,1,2,3,3
9760,1626,4,1,2,2,2
9761,1626,5,1,1,1,1
9762,1627,0,0,3,3,6
9763,1627,1,0,3,3,5
9764,1627,2,1,3,3,4
9765,1627,3,1,2,2,3
9766,1627,4,1,1,2,2
9767,1627,5,1,1,1,1
9768,1628,0,0,3,3,6
9769,1628,1,0,3,3,5
9770,1628,2,1,3,3,4
9771,1628,3,1,2,2,3
9772,1628,4,1,1,2,2
9773,1628,5,1,1,1,1
9774,1629,0,0,3,3,6
9775,1629,1,0,3,3,5
9776,1629,2,0,1,3,4
9777,1629,3,0,2,2,3
9778,1629,4,1,1,1,2
9779,1629,5,1,1,1,1
9780,1630,0,0,3,3,6
9781,1630,1,0,3,3,5
9782,1630,2,0,4,2,4
9783,1630,3,1,2,2,3
9784,1630,4,1,1,1,2
